TransactionID,Date,Year,Quarter,Month,Week,Day,State,City,ZipCode,Gender,AgeCat,AgentSince,Position,LotArea,Bedrooms,Bathrooms,Kitchens,Floors,ParkingArea,BuiltSince,Condition,ListingType,NumVisits,MaintenanceExp,AskedAmount,TransactionValue,CommissionRate,CommissionValue,NegotiationDays,ClosingDays
994,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Young,0,Broker Associate,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,2.6,9710.0,0,0.0
994,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Young,0,Broker Associate,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,2.6,9710.0,0,0.0
995,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Adult,7,Listing Agent,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,2.6,9710.0,0,0.0
995,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Adult,7,Listing Agent,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,2.6,9710.0,0,0.0
996,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Adult,7,Listing Agent,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,2.6,9710.0,0,0.0
996,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Adult,7,Listing Agent,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,2.6,9710.0,0,0.0
997,2022-09-20,2022,3,9,38,20,Alabama,Gadsden,35905,Female,Senior,5,Broker Associate,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
997,2022-09-20,2022,3,9,38,20,Alabama,Gadsden,35905,Female,Senior,5,Broker Associate,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
998,2022-09-20,2022,3,9,38,20,Alabama,Gadsden,35905,Female,Senior,5,Broker Associate,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
998,2022-09-20,2022,3,9,38,20,Alabama,Gadsden,35905,Female,Senior,5,Broker Associate,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
999,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Middle Aged,5,Listing Coordinator,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
999,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Middle Aged,5,Listing Coordinator,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1000,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Middle Aged,5,Listing Coordinator,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1000,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Middle Aged,5,Listing Coordinator,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1001,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Young,0,Broker Associate,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1001,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Young,0,Broker Associate,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1002,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Young,0,Broker Associate,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1002,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Young,0,Broker Associate,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1003,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Adult,7,Listing Agent,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1003,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Adult,7,Listing Agent,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1004,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Adult,7,Listing Agent,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1004,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Adult,7,Listing Agent,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1005,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Middle Aged,5,Listing Coordinator,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1005,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Middle Aged,5,Listing Coordinator,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1006,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Middle Aged,5,Listing Coordinator,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1006,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Middle Aged,5,Listing Coordinator,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1007,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Young,0,Broker Associate,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1007,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Young,0,Broker Associate,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1008,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Young,0,Broker Associate,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1008,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Young,0,Broker Associate,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1009,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Adult,7,Listing Agent,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1009,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Adult,7,Listing Agent,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1010,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Adult,7,Listing Agent,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1010,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Adult,7,Listing Agent,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,813.0
1011,2022-09-20,2022,3,9,38,20,Alabama,Gadsden,35905,Female,Senior,5,Broker Associate,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1011,2022-09-20,2022,3,9,38,20,Alabama,Gadsden,35905,Female,Senior,5,Broker Associate,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1012,2022-09-20,2022,3,9,38,20,Alabama,Gadsden,35905,Female,Senior,5,Broker Associate,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1012,2022-09-20,2022,3,9,38,20,Alabama,Gadsden,35905,Female,Senior,5,Broker Associate,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1013,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Middle Aged,5,Listing Coordinator,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1013,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Middle Aged,5,Listing Coordinator,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1014,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Middle Aged,5,Listing Coordinator,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1014,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Middle Aged,5,Listing Coordinator,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1015,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Young,0,Broker Associate,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1015,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Young,0,Broker Associate,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1016,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Young,0,Broker Associate,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1016,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Young,0,Broker Associate,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1017,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Adult,7,Listing Agent,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1017,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Adult,7,Listing Agent,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1018,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Adult,7,Listing Agent,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1018,2022-09-20,2022,3,9,38,20,Oklahoma,Oklahoma City,73179,Female,Adult,7,Listing Agent,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1019,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Middle Aged,5,Listing Coordinator,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1019,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Middle Aged,5,Listing Coordinator,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1020,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Middle Aged,5,Listing Coordinator,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1020,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Middle Aged,5,Listing Coordinator,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1021,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Young,0,Broker Associate,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1021,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Young,0,Broker Associate,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1022,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Young,0,Broker Associate,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1022,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Young,0,Broker Associate,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1023,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Adult,7,Listing Agent,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1023,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Adult,7,Listing Agent,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1024,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Adult,7,Listing Agent,797,1,1,1,1,52,53,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1024,2022-09-20,2022,3,9,38,20,IL,Chicago,60601,Female,Adult,7,Listing Agent,1800,2,1,1,1,200,13,Average,Sale,3,10165,380000.0,380000.0,0.04,15200.0,0,0.0
1025,2023-08-15,2023,3,8,33,15,California,Corona,20420,Female,Senior,4,Broker Associate,2611,4,4,2,1,89,3,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1025,2023-08-15,2023,3,8,33,15,California,Corona,20420,Female,Senior,4,Broker Associate,3200,4,3,1,2,400,7,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1026,2023-08-15,2023,3,8,33,15,California,Corona,20420,Female,Senior,4,Broker Associate,2611,4,4,2,1,89,3,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1026,2023-08-15,2023,3,8,33,15,California,Corona,20420,Female,Senior,4,Broker Associate,3200,4,3,1,2,400,7,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1027,2023-08-15,2023,3,8,33,15,California,Corona,20420,Female,Senior,4,Broker Associate,2611,4,4,2,1,89,3,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1027,2023-08-15,2023,3,8,33,15,California,Corona,20420,Female,Senior,4,Broker Associate,3200,4,3,1,2,400,7,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1028,2023-08-15,2023,3,8,33,15,California,Corona,20420,Female,Senior,4,Broker Associate,2611,4,4,2,1,89,3,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1028,2023-08-15,2023,3,8,33,15,California,Corona,20420,Female,Senior,4,Broker Associate,3200,4,3,1,2,400,7,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1029,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Middle Aged,3,Broker Associate,2611,4,4,2,1,89,3,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1029,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Middle Aged,3,Broker Associate,3200,4,3,1,2,400,7,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1030,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Middle Aged,3,Broker Associate,2611,4,4,2,1,89,3,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1030,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Middle Aged,3,Broker Associate,3200,4,3,1,2,400,7,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1031,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Middle Aged,3,Broker Associate,2611,4,4,2,1,89,3,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1031,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Middle Aged,3,Broker Associate,3200,4,3,1,2,400,7,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1032,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Middle Aged,3,Broker Associate,2611,4,4,2,1,89,3,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1032,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Middle Aged,3,Broker Associate,3200,4,3,1,2,400,7,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1033,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Young,1,Broker Associate,2611,4,4,2,1,89,3,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1033,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Young,1,Broker Associate,3200,4,3,1,2,400,7,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1034,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Young,1,Broker Associate,2611,4,4,2,1,89,3,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1034,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Young,1,Broker Associate,3200,4,3,1,2,400,7,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1035,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Young,1,Broker Associate,2611,4,4,2,1,89,3,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1035,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Young,1,Broker Associate,3200,4,3,1,2,400,7,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1036,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Young,1,Broker Associate,2611,4,4,2,1,89,3,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1036,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Young,1,Broker Associate,3200,4,3,1,2,400,7,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1037,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Young,0,Broker Associate,2611,4,4,2,1,89,3,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1037,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Young,0,Broker Associate,3200,4,3,1,2,400,7,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1038,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Young,0,Broker Associate,2611,4,4,2,1,89,3,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1038,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Young,0,Broker Associate,3200,4,3,1,2,400,7,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1039,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Young,0,Broker Associate,2611,4,4,2,1,89,3,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1039,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Young,0,Broker Associate,3200,4,3,1,2,400,7,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1040,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Young,0,Broker Associate,2611,4,4,2,1,89,3,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1040,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Female,Young,0,Broker Associate,3200,4,3,1,2,400,7,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1041,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Male,Adult,9,Junior Agent,2611,4,4,2,1,89,3,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1041,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Male,Adult,9,Junior Agent,3200,4,3,1,2,400,7,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1042,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Male,Adult,9,Junior Agent,2611,4,4,2,1,89,3,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1042,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Male,Adult,9,Junior Agent,3200,4,3,1,2,400,7,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1043,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Male,Adult,9,Junior Agent,2611,4,4,2,1,89,3,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1043,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Male,Adult,9,Junior Agent,3200,4,3,1,2,400,7,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1044,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Male,Adult,9,Junior Agent,2611,4,4,2,1,89,3,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1044,2023-08-15,2023,3,8,33,15,Texas,Huntsville,77343,Male,Adult,9,Junior Agent,3200,4,3,1,2,400,7,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1045,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Middle Aged,3,Broker Associate,2611,4,4,2,1,89,3,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1045,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Middle Aged,3,Broker Associate,3200,4,3,1,2,400,7,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1046,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Middle Aged,3,Broker Associate,2611,4,4,2,1,89,3,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1046,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Middle Aged,3,Broker Associate,3200,4,3,1,2,400,7,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1047,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Middle Aged,3,Broker Associate,2611,4,4,2,1,89,3,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1047,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Middle Aged,3,Broker Associate,3200,4,3,1,2,400,7,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1048,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Middle Aged,3,Broker Associate,2611,4,4,2,1,89,3,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1048,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Middle Aged,3,Broker Associate,3200,4,3,1,2,400,7,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1049,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Young,1,Broker Associate,2611,4,4,2,1,89,3,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1049,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Young,1,Broker Associate,3200,4,3,1,2,400,7,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1050,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Young,1,Broker Associate,2611,4,4,2,1,89,3,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1050,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Young,1,Broker Associate,3200,4,3,1,2,400,7,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1051,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Young,1,Broker Associate,2611,4,4,2,1,89,3,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1051,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Young,1,Broker Associate,3200,4,3,1,2,400,7,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1052,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Young,1,Broker Associate,2611,4,4,2,1,89,3,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1052,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Young,1,Broker Associate,3200,4,3,1,2,400,7,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1053,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Young,0,Broker Associate,2611,4,4,2,1,89,3,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1053,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Young,0,Broker Associate,3200,4,3,1,2,400,7,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1054,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Young,0,Broker Associate,2611,4,4,2,1,89,3,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1054,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Young,0,Broker Associate,3200,4,3,1,2,400,7,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1055,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Young,0,Broker Associate,2611,4,4,2,1,89,3,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1055,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Young,0,Broker Associate,3200,4,3,1,2,400,7,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1056,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Young,0,Broker Associate,2611,4,4,2,1,89,3,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1056,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Female,Young,0,Broker Associate,3200,4,3,1,2,400,7,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1057,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Male,Adult,9,Junior Agent,2611,4,4,2,1,89,3,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1057,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Male,Adult,9,Junior Agent,3200,4,3,1,2,400,7,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1058,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Male,Adult,9,Junior Agent,2611,4,4,2,1,89,3,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1058,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Male,Adult,9,Junior Agent,3200,4,3,1,2,400,7,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1059,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Male,Adult,9,Junior Agent,2611,4,4,2,1,89,3,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1059,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Male,Adult,9,Junior Agent,3200,4,3,1,2,400,7,Excellent,Sale,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1060,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Male,Adult,9,Junior Agent,2611,4,4,2,1,89,3,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
1060,2023-08-15,2023,3,8,33,15,CA,Los Angeles,90001,Male,Adult,9,Junior Agent,3200,4,3,1,2,400,7,Excellent,Rent,2,700,362377.0,2500.0,3.2,34562.0,5,466.0
