maintenance_id,property_id,maintenance_date,maintenance_type,cost,description,1,731,12/19/2019,error: undefined method `first' for nil:NilClass,3562,3-000 - General,852,1/28/2021,5889,13-185 - Kennels and Animal Shelters
541.0,435.0,6/17/2023,Plumbing repair,75.0,9-300 - Tile,,,,,,,,,,
542.0,959.0,1/12/2020,Painting,5890.0,2-822 - Ornamental Metal Fences and Gates,,,,,,,,,,
543.0,63.0,2/27/2020,,8682.0,11-450 - Residential Equipment,,,,,,,,,,
544.0,585.0,1/9/2021,Window replacement,3214.0,17-010 - Contingency,,,,,,,,,,
545.0,856.0,10/3/2021,Flooring repair,8180.0,7-400 - Roofing and Siding Panels,,,,,,,,,,
546.0,674.0,9/20/2019,Flooring repair,178.0,4-050 - Basic Masonry Materials and Methods,,,,,,,,,,
547.0,132.0,5/4/2020,Window replacement,9205.0,12-100 - Art,,,,,,,,,,
548.0,958.0,12/14/2022,HVAC servicing,2096.0,12-300 - Manufactured Casework,,,,,,,,,,
549.0,351.0,7/20/2022,Flooring repair,9087.0,11-110 - Commercial Laundry and Dry Cleaning Equipment,,,,,,,,,,
550.0,307.0,2/22/2022,Plumbing repair,9739.0,16-200 - Electrical Power,,,,,,,,,,
551.0,150.0,1/6/2023,Electrical maintenance,2494.0,1-560 - Temporary Barriers and Enclosures,,,,,,,,,,
552.0,494.0,3/1/2020,Window replacement,305.0,2-740 - Flexible Pavement Asphalt Pavement,,,,,,,,,,
553.0,168.0,11/19/2020,,9689.0,15-050 - Basic Mechanical Materials and Methods,,,,,,,,,,
554.0,909.0,12/27/2021,HVAC servicing,9239.0,9 - Finishes,,,,,,,,,,
555.0,288.0,4/1/2020,Electrical maintenance,7027.0,15-400 - Plumbing Fixtures and Equipment,,,,,,,,,,
556.0,408.0,8/27/2021,HVAC servicing,9000.0,4-800 - Masonry Assemblies,,,,,,,,,,
557.0,161.0,2/9/2020,Plumbing repair,9541.0,16-300 - Transmission and Distribution,,,,,,,,,,
558.0,550.0,10/3/2020,Plumbing repair,6164.0,4-500 - Refractories,,,,,,,,,,
559.0,419.0,2/6/2019,Flooring repair,338.0,1-002 - Instructions,,,,,,,,,,
560.0,896.0,10/18/2019,Electrical maintenance,3896.0,13-175 - Ice Rinks,,,,,,,,,,
561.0,491.0,12/2/2019,Window replacement,4049.0,"1-514 - Temporary Heating, Cooling and Ventilation",,,,,,,,,,
562.0,957.0,3/13/2019,,88.0,7 - Thermal and Moisture Protection,,,,,,,,,,
563.0,41.0,9/9/2020,Window replacement,5186.0,2-825 - Wood Fences and Gates,,,,,,,,,,
564.0,363.0,9/22/2020,Roofing replacement,7188.0,11-650 - Planetarium Equipment,,,,,,,,,,
565.0,81.0,3/31/2023,Roofing replacement,3434.0,6-500 - Structural Plastics,,,,,,,,,,
566.0,934.0,5/19/2020,Electrical maintenance,2574.0,11-150 - Parking Control Equipment,,,,,,,,,,
567.0,910.0,12/4/2021,Flooring repair,4164.0,14-500 - Material Handling,,,,,,,,,,
568.0,447.0,1/5/2019,Painting,9571.0,1-700 - Execution Requirements,,,,,,,,,,
569.0,356.0,1/25/2019,Electrical maintenance,632.0,1-520 - Construction Facilities,,,,,,,,,,
570.0,146.0,10/30/2023,,7947.0,1-760 - Protecting Installed Construction,,,,,,,,,,
571.0,23.0,1/19/2019,Flooring repair,1979.0,8-400 - Entrances and Storefronts,,,,,,,,,,
572.0,693.0,10/27/2020,Electrical maintenance,6256.0,"7-300 - Shingles, Roof Tiles, and Roof Coverings",,,,,,,,,,
573.0,559.0,4/14/2019,HVAC servicing,1405.0,8-100 - Doors,,,,,,,,,,
574.0,597.0,11/11/2023,Painting,2686.0,13-800 - Building Automation and Control,,,,,,,,,,
575.0,725.0,11/20/2021,,4343.0,2-815 - Fountains,,,,,,,,,,
576.0,510.0,7/29/2022,Window replacement,3992.0,2-830 - Retaining Walls,,,,,,,,,,
577.0,422.0,5/24/2020,Flooring repair,3694.0,12-300 - Manufactured Casework,,,,,,,,,,
578.0,893.0,10/20/2020,Painting,8037.0,3-300 - Footings,,,,,,,,,,
579.0,20.0,3/7/2023,Roofing replacement,9705.0,16-300 - Transmission and Distribution,,,,,,,,,,
580.0,463.0,6/17/2022,HVAC servicing,9806.0,10-700 - Exterior Protection,,,,,,,,,,
581.0,867.0,2/20/2021,HVAC servicing,8722.0,13-600 - Solar and Wind Energy Equipment,,,,,,,,,,
582.0,443.0,2/17/2021,Window replacement,7527.0,8-800 - Glazing,,,,,,,,,,
583.0,682.0,3/4/2023,Roofing replacement,829.0,2-821 - Chain Link Fences,,,,,,,,,,
584.0,569.0,4/14/2020,Window replacement,2338.0,2-923 - Seeding and Soil Supplements,,,,,,,,,,
585.0,930.0,8/21/2022,Electrical maintenance,9826.0,13-700 - Security Access and Surveillance,,,,,,,,,,
586.0,548.0,9/11/2022,Window replacement,5069.0,2-821 - Chain Link Fences,,,,,,,,,,
587.0,936.0,12/12/2021,,7863.0,11-780 - Mortuary Equipment,,,,,,,,,,
588.0,808.0,2/27/2022,Window replacement,4185.0,11-080 - Registration Equipment,,,,,,,,,,
589.0,600.0,3/1/2021,Electrical maintenance,5320.0,7-050 - Basic Thermal and Moisture Protection Materials and Methods,,,,,,,,,,
590.0,91.0,6/13/2019,HVAC servicing,8138.0,4-800 - Masonry Assemblies,,,,,,,,,,
591.0,613.0,10/16/2019,Plumbing repair,7864.0,1-011 - Project Engineer,,,,,,,,,,
592.0,312.0,6/4/2023,,6518.0,7-050 - Basic Thermal and Moisture Protection Materials and Methods,,,,,,,,,,
593.0,493.0,11/14/2019,Electrical maintenance,132.0,6 - Wood and Plastics,,,,,,,,,,
594.0,269.0,2/24/2021,Painting,4292.0,11-900 - Exhibit Equipment,,,,,,,,,,
595.0,555.0,8/18/2020,Flooring repair,2390.0,2-930 - Exterior Plants,,,,,,,,,,
596.0,370.0,9/11/2022,Flooring repair,3872.0,13-165 - Aquatic Park Facilities,,,,,,,,,,
597.0,109.0,10/25/2021,Plumbing repair,2835.0,2-250 - Shoring and Underpinning,,,,,,,,,,
598.0,216.0,9/18/2023,Flooring repair,1238.0,2-915 - Mulch,,,,,,,,,,
599.0,385.0,5/12/2019,Electrical maintenance,1887.0,14-600 - Hoists and Cables,,,,,,,,,,
600.0,710.0,3/9/2020,Flooring repair,1000.0,5-700 - Ornamental Metal,,,,,,,,,,
601.0,429.0,11/3/2019,Plumbing repair,6333.0,1-010 - Project Manager,,,,,,,,,,
602.0,281.0,8/13/2020,,1014.0,10-550 - Postal Specialties,,,,,,,,,,
603.0,935.0,4/29/2022,HVAC servicing,311.0,2-500 - Utility Services,,,,,,,,,,
604.0,174.0,11/10/2019,Plumbing repair,1603.0,17-030 - Bond,,,,,,,,,,
605.0,49.0,5/15/2019,Plumbing repair,7421.0,11-190 - Detention Equipment,,,,,,,,,,
606.0,437.0,2/2/2023,HVAC servicing,1384.0,13-170 - Tubs and Pools,,,,,,,,,,
607.0,78.0,8/8/2019,HVAC servicing,471.0,16-100 - Electrical,,,,,,,,,,
608.0,946.0,4/6/2023,,8417.0,1-002 - Instructions,,,,,,,,,,
609.0,742.0,5/17/2022,Roofing replacement,4250.0,7-900 - Joint Sealers,,,,,,,,,,
610.0,567.0,10/5/2023,Window replacement,8098.0,9-600 - Flooring,,,,,,,,,,
611.0,477.0,2/25/2021,Painting,6611.0,8-500 - Windows,,,,,,,,,,
612.0,445.0,12/19/2022,Plumbing repair,6818.0,7-700 - Roof Specialties and Accessories,,,,,,,,,,
613.0,327.0,4/13/2020,HVAC servicing,783.0,3-000 - General,,,,,,,,,,
614.0,593.0,4/13/2023,Painting,8923.0,5-500 - Metal Fabrications,,,,,,,,,,
615.0,638.0,6/9/2021,Roofing replacement,3775.0,3-000 - General,,,,,,,,,,
616.0,414.0,4/8/2021,Plumbing repair,723.0,12-500 - Furniture,,,,,,,,,,
617.0,522.0,3/5/2022,Flooring repair,4868.0,14-700 - Turntables,,,,,,,,,,
618.0,609.0,3/20/2021,Window replacement,580.0,9-050 - Basic Finish Materials and Methods,,,,,,,,,,
619.0,775.0,6/11/2023,Plumbing repair,5265.0,5-100 - Structural Metals,,,,,,,,,,
620.0,222.0,10/6/2023,Flooring repair,138.0,2-824 - Wire Fences and Gates,,,,,,,,,,
621.0,590.0,1/10/2020,HVAC servicing,1685.0,13-400 - Measurement and Control Instrumentation,,,,,,,,,,
622.0,539.0,9/20/2023,Flooring repair,576.0,9-800 - Acoustical Treatment,,,,,,,,,,
623.0,125.0,9/24/2020,HVAC servicing,2861.0,13-010 - Air-Supported Structures,,,,,,,,,,
624.0,208.0,6/18/2021,Plumbing repair,2464.0,9-400 - Terrazzo,,,,,,,,,,
625.0,545.0,8/22/2020,Window replacement,730.0,1-518 - Temporary Water,,,,,,,,,,
626.0,685.0,4/27/2022,Roofing replacement,4597.0,13-100 - Lightning Protection,,,,,,,,,,
627.0,531.0,11/29/2019,Window replacement,9999.0,13-170 - Tubs and Pools,,,,,,,,,,
628.0,966.0,3/7/2020,HVAC servicing,5261.0,2-362 - Termite Control,,,,,,,,,,
629.0,324.0,1/5/2019,Painting,2350.0,9 - Finishes,,,,,,,,,,
630.0,994.0,5/23/2022,HVAC servicing,5784.0,"1-514 - Temporary Heating, Cooling and Ventilation",,,,,,,,,,
631.0,528.0,4/3/2021,Electrical maintenance,6176.0,14 - Conveying Systems,,,,,,,,,,
632.0,860.0,7/5/2019,HVAC servicing,2716.0,4-600 - Corrosion-Resistant Masonry,,,,,,,,,,
633.0,452.0,2/23/2022,Roofing replacement,5223.0,7-050 - Basic Thermal and Moisture Protection Materials and Methods,,,,,,,,,,
634.0,610.0,10/2/2019,Electrical maintenance,2211.0,10-340 - Manufactured Exterior Specialties,,,,,,,,,,
635.0,261.0,10/12/2021,Flooring repair,1088.0,12-500 - Furniture,,,,,,,,,,
636.0,963.0,7/26/2022,Roofing replacement,1368.0,11-010 - Maintenance Equipment,,,,,,,,,,
637.0,182.0,6/13/2022,Plumbing repair,1683.0,16-050 - Basic Electrical Materials and Methods,,,,,,,,,,
638.0,642.0,9/30/2019,Electrical maintenance,8509.0,5-400 - Cold-Formed Metal Framing,,,,,,,,,,
639.0,622.0,5/1/2022,Flooring repair,2509.0,1-542 - Construction Scaffolding and Platforms,,,,,,,,,,
640.0,584.0,10/30/2022,Window replacement,4267.0,13-185 - Kennels and Animal Shelters,,,,,,,,,,
641.0,421.0,1/11/2019,Painting,3868.0,6-200 - Finish Carpentry,,,,,,,,,,
642.0,427.0,7/26/2020,Painting,6223.0,1 - General Requirements,,,,,,,,,,
643.0,30.0,8/4/2020,HVAC servicing,3364.0,3-230 - Anchor Bolts,,,,,,,,,,
644.0,138.0,8/1/2020,,7015.0,13-240 - Oxygenation Systems,,,,,,,,,,
645.0,992.0,7/11/2020,Plumbing repair,5143.0,8-100 - Doors,,,,,,,,,,
646.0,44.0,12/6/2022,Plumbing repair,2028.0,13-240 - Oxygenation Systems,,,,,,,,,,
647.0,889.0,8/21/2020,HVAC servicing,868.0,1-523 - Sanitary Facilities,,,,,,,,,,
648.0,750.0,11/23/2022,Electrical maintenance,88.0,"15-700 - Heating, Venting and Air Conditioning",,,,,,,,,,
649.0,521.0,5/25/2020,Plumbing repair,1830.0,2-621 - Foundatation Drainage Piping,,,,,,,,,,
650.0,726.0,7/25/2020,Electrical maintenance,7474.0,2-823 - PVC Fences and Gates,,,,,,,,,,
651.0,331.0,4/19/2022,Electrical maintenance,4135.0,10-900 - Wardrobe and Closet Specialties,,,,,,,,,,
652.0,424.0,7/6/2022,Flooring repair,9661.0,2-870 - Sculpture/Ornamental,,,,,,,,,,
653.0,334.0,4/12/2022,Window replacement,5244.0,11-060 - Theater and Stage Equipment,,,,,,,,,,
654.0,177.0,11/23/2023,Window replacement,3602.0,9-700 - Wall Finishes,,,,,,,,,,
655.0,358.0,11/24/2023,Plumbing repair,813.0,9-100 - Metal Support Assemblies,,,,,,,,,,
656.0,302.0,6/14/2022,Painting,4119.0,12 - Furnishings,,,,,,,,,,
657.0,106.0,5/7/2021,HVAC servicing,8135.0,1-570 - Temporary Controls,,,,,,,,,,
658.0,283.0,11/21/2021,Painting,2116.0,2-800 - Site Amenities,,,,,,,,,,
659.0,76.0,4/1/2019,Plumbing repair,4263.0,8-300 - Specialty Doors,,,,,,,,,,
660.0,137.0,9/29/2019,Window replacement,7029.0,1-640 - Owner Furnished Products,,,,,,,,,,
661.0,747.0,9/13/2023,HVAC servicing,4067.0,8-100 - Doors,,,,,,,,,,
662.0,53.0,9/28/2022,Painting,3812.0,16-400 - Low-Voltage Distribution,,,,,,,,,,
663.0,499.0,2/2/2023,Electrical maintenance,9025.0,2-750 - Concrete Pads and Walks,,,,,,,,,,
664.0,706.0,5/16/2021,HVAC servicing,8577.0,3 - Concrete,,,,,,,,,,
665.0,87.0,2/13/2019,Window replacement,946.0,13-600 - Solar and Wind Energy Equipment,,,,,,,,,,
666.0,34.0,11/18/2021,Flooring repair,1247.0,2-780 - Clay Unit Pavers,,,,,,,,,,
667.0,188.0,12/14/2020,,5420.0,14-900 - Transportation,,,,,,,,,,
668.0,804.0,11/1/2019,Roofing replacement,7736.0,13-160 - Aquariums,,,,,,,,,,
669.0,989.0,5/10/2023,HVAC servicing,3940.0,10-350 - Flagpoles,,,,,,,,,,
670.0,599.0,1/4/2020,Plumbing repair,887.0,11-080 - Registration Equipment,,,,,,,,,,
671.0,69.0,3/1/2023,Flooring repair,6304.0,2-240 - Dewatering,,,,,,,,,,
672.0,730.0,11/11/2021,Window replacement,8458.0,10-500 - Lockers,,,,,,,,,,
673.0,196.0,5/12/2021,Window replacement,3033.0,3-310 - Expansion Joints,,,,,,,,,,
674.0,323.0,7/29/2022,,4027.0,7-600 - Flashing and Sheet Metal,,,,,,,,,,
675.0,628.0,12/20/2019,Plumbing repair,1240.0,13-090 - Radiation Protection,,,,,,,,,,
676.0,229.0,1/3/2023,HVAC servicing,7648.0,7-400 - Roofing and Siding Panels,,,,,,,,,,
677.0,468.0,10/14/2022,HVAC servicing,3003.0,9-500 - Ceilings,,,,,,,,,,
678.0,974.0,3/31/2019,HVAC servicing,9057.0,1-760 - Protecting Installed Construction,,,,,,,,,,
679.0,536.0,1/9/2022,Electrical maintenance,9692.0,2-790 - Athletic Surfacing,,,,,,,,,,
680.0,105.0,4/22/2022,Flooring repair,1496.0,1-560 - Temporary Barriers and Enclosures,,,,,,,,,,
681.0,975.0,1/12/2023,Roofing replacement,7513.0,7-700 - Roof Specialties and Accessories,,,,,,,,,,
682.0,54.0,9/17/2019,Painting,1465.0,16 - Electrical,,,,,,,,,,
683.0,102.0,4/30/2019,Plumbing repair,4919.0,8-900 - Glazed Curtain Wall,,,,,,,,,,
684.0,851.0,2/22/2019,Flooring repair,6485.0,1-700 - Execution Requirements,,,,,,,,,,
685.0,826.0,11/14/2022,Plumbing repair,1991.0,7-400 - Roofing and Siding Panels,,,,,,,,,,
686.0,960.0,10/20/2022,Window replacement,9208.0,13-550 - Transportation Control Instrumentation,,,,,,,,,,
687.0,874.0,7/22/2019,Electrical maintenance,2408.0,10-240 - Grilles and Screens,,,,,,,,,,
688.0,980.0,5/26/2021,Roofing replacement,5514.0,2-935 - Plant Maintenance,,,,,,,,,,
689.0,458.0,5/8/2022,Painting,952.0,11-110 - Commercial Laundry and Dry Cleaning Equipment,,,,,,,,,,
690.0,553.0,12/5/2021,Roofing replacement,6249.0,3-400 - Precast Concrete,,,,,,,,,,
691.0,532.0,1/31/2019,Flooring repair,6716.0,3-210 - Cast-In-Place Concrete,,,,,,,,,,
692.0,592.0,12/24/2021,Roofing replacement,4465.0,2-782 - Brick Pavers,,,,,,,,,,
693.0,299.0,4/9/2020,Painting,2492.0,3-330 - Poured Concrete Basement Walls,,,,,,,,,,
694.0,412.0,9/8/2020,,226.0,3-230 - Anchor Bolts,,,,,,,,,,
695.0,675.0,9/26/2023,HVAC servicing,5432.0,16-800 - Sound and Video,,,,,,,,,,
696.0,598.0,7/28/2022,Electrical maintenance,6846.0,11-030 - Teller and Service Equipment,,,,,,,,,,
697.0,740.0,7/1/2022,Roofing replacement,3086.0,11-500 - Industrial and Process Equipment,,,,,,,,,,
698.0,490.0,11/22/2021,Window replacement,5500.0,2-823 - PVC Fences and Gates,,,,,,,,,,
699.0,556.0,2/27/2019,Painting,7985.0,1-740 - Cleaning,,,,,,,,,,
700.0,341.0,9/11/2022,Painting,6103.0,1-630 - Product Substitution Procedures,,,,,,,,,,
701.0,469.0,2/7/2020,HVAC servicing,2621.0,7-700 - Roof Specialties and Accessories,,,,,,,,,,
702.0,209.0,8/10/2020,Window replacement,5563.0,6 - Wood and Plastics,,,,,,,,,,
703.0,704.0,5/23/2021,Plumbing repair,9678.0,9-050 - Basic Finish Materials and Methods,,,,,,,,,,
704.0,83.0,9/8/2023,,2878.0,2-320 - Excavation and Fill,,,,,,,,,,
705.0,574.0,4/8/2023,Painting,4729.0,2-260 - Excavation Support and Protection,,,,,,,,,,
706.0,266.0,7/11/2019,Plumbing repair,6052.0,2-824 - Wire Fences and Gates,,,,,,,,,,
707.0,454.0,1/19/2019,Window replacement,1123.0,2-815 - Fountains,,,,,,,,,,
708.0,258.0,1/13/2019,Roofing replacement,7371.0,14-100 - Dumbwaiters,,,,,,,,,,
709.0,757.0,1/11/2021,Plumbing repair,7984.0,10-520 - Fire Protection Specialties,,,,,,,,,,
710.0,185.0,3/18/2022,HVAC servicing,8227.0,10-270 - Access Flooring,,,,,,,,,,
711.0,848.0,2/2/2022,Roofing replacement,4093.0,12 - Furnishings,,,,,,,,,,
712.0,912.0,4/18/2021,Window replacement,7152.0,11-870 - Agricultural Equipment,,,,,,,,,,
713.0,314.0,1/8/2023,Window replacement,3016.0,1-011 - Project Engineer,,,,,,,,,,
714.0,687.0,6/11/2021,HVAC servicing,87.0,11 - Equipment,,,,,,,,,,
715.0,631.0,4/30/2019,Flooring repair,2088.0,13-600 - Solar and Wind Energy Equipment,,,,,,,,,,
716.0,77.0,9/4/2020,Roofing replacement,5965.0,1-500 - Temporary Facilities and Controls,,,,,,,,,,
717.0,423.0,7/19/2020,Roofing replacement,2988.0,3-000 - General,,,,,,,,,,
718.0,67.0,3/23/2020,Painting,8556.0,9-050 - Basic Finish Materials and Methods,,,,,,,,,,
719.0,919.0,6/22/2023,Plumbing repair,8233.0,3-600 - Grouts,,,,,,,,,,
720.0,982.0,8/30/2019,Roofing replacement,5447.0,12-050 - Fabrics,,,,,,,,,,
721.0,180.0,2/21/2021,Painting,2482.0,14-600 - Hoists and Cables,,,,,,,,,,
722.0,677.0,8/3/2023,Electrical maintenance,7495.0,10-550 - Postal Specialties,,,,,,,,,,
723.0,976.0,5/20/2021,Painting,7944.0,11-110 - Commercial Laundry and Dry Cleaning Equipment,,,,,,,,,,
724.0,116.0,9/23/2023,Roofing replacement,6937.0,11-090 - Checkroom Equipment,,,,,,,,,,
725.0,663.0,4/29/2020,Flooring repair,8849.0,11-030 - Teller and Service Equipment,,,,,,,,,,
726.0,721.0,1/16/2022,Electrical maintenance,7266.0,13-230 - Digester Covers and Appurtenances,,,,,,,,,,
727.0,301.0,11/21/2020,Electrical maintenance,573.0,8-400 - Entrances and Storefronts,,,,,,,,,,
728.0,303.0,7/23/2019,Electrical maintenance,1735.0,12-700 - Systems Furniture,,,,,,,,,,
729.0,825.0,11/6/2019,Window replacement,8166.0,11-170 - Solid Waste Handling Equipment,,,,,,,,,,
730.0,694.0,11/20/2020,Roofing replacement,1460.0,12-900 - Furnishings Restoration and Repair,,,,,,,,,,
731.0,486.0,7/27/2021,HVAC servicing,7173.0,2 - Site Construction,,,,,,,,,,
732.0,268.0,12/8/2023,Electrical maintenance,2253.0,17-010 - Contingency,,,,,,,,,,
733.0,969.0,6/14/2019,Flooring repair,6854.0,9-100 - Metal Support Assemblies,,,,,,,,,,
734.0,355.0,5/21/2020,HVAC servicing,9100.0,13-165 - Aquatic Park Facilities,,,,,,,,,,
735.0,983.0,4/5/2022,Roofing replacement,6250.0,11-660 - Observatory Equipment,,,,,,,,,,
736.0,572.0,1/3/2020,Electrical maintenance,8587.0,11-030 - Teller and Service Equipment,,,,,,,,,,
737.0,699.0,12/27/2023,Window replacement,5484.0,7 - Thermal and Moisture Protection,,,,,,,,,,
738.0,844.0,6/2/2019,Window replacement,899.0,15-600 - Refrigeration Equipment,,,,,,,,,,
739.0,400.0,8/15/2023,Roofing replacement,8949.0,16-300 - Transmission and Distribution,,,,,,,,,,
740.0,801.0,1/12/2020,Electrical maintenance,9199.0,17 - Markup and Contingency,,,,,,,,,,
741.0,239.0,3/5/2023,Window replacement,1530.0,16-800 - Sound and Video,,,,,,,,,,
742.0,293.0,1/28/2020,Electrical maintenance,2562.0,2-935 - Plant Maintenance,,,,,,,,,,
743.0,543.0,9/15/2022,Flooring repair,3248.0,2-310 - Grading,,,,,,,,,,
744.0,904.0,9/2/2022,,4003.0,14-500 - Material Handling,,,,,,,,,,
745.0,255.0,6/4/2020,Roofing replacement,618.0,2-850 - Bridges/Footbridges,,,,,,,,,,
746.0,838.0,9/16/2022,Painting,5199.0,16-300 - Transmission and Distribution,,,,,,,,,,
747.0,361.0,9/15/2019,Roofing replacement,1193.0,1-000 - Purpose,,,,,,,,,,
748.0,991.0,10/26/2021,Painting,3675.0,3-310 - Expansion Joints,,,,,,,,,,
749.0,667.0,2/2/2023,Flooring repair,4067.0,1 - General Requirements,,,,,,,,,,
750.0,665.0,6/9/2019,Flooring repair,1489.0,2-316 - Backfilling,,,,,,,,,,
751.0,12.0,12/6/2019,Flooring repair,5117.0,11-400 - Food Service Equipment,,,,,,,,,,
752.0,515.0,4/6/2020,,6209.0,10-670 - Storage Shelving,,,,,,,,,,
753.0,627.0,3/5/2023,Roofing replacement,9847.0,10-750 - Telephone Specialties,,,,,,,,,,
754.0,295.0,10/8/2022,Plumbing repair,5215.0,12-500 - Furniture,,,,,,,,,,
755.0,981.0,6/22/2022,Roofing replacement,297.0,5-300 - Metal Deck,,,,,,,,,,
756.0,880.0,12/22/2019,Electrical maintenance,5433.0,10-900 - Wardrobe and Closet Specialties,,,,,,,,,,
757.0,244.0,7/27/2021,Electrical maintenance,9625.0,3-000 - General,,,,,,,,,,
758.0,286.0,6/25/2023,Roofing replacement,257.0,13 - Special Construction,,,,,,,,,,
759.0,703.0,4/23/2019,Painting,6277.0,1-013 - Project Coordinator,,,,,,,,,,
760.0,731.0,8/5/2020,Plumbing repair,2530.0,2-800 - Site Amenities,,,,,,,,,,
761.0,997.0,3/23/2021,Flooring repair,2278.0,4 - Masonry,,,,,,,,,,
762.0,22.0,4/16/2021,Painting,1380.0,11-450 - Residential Equipment,,,,,,,,,,
763.0,440.0,3/21/2020,HVAC servicing,5702.0,7-700 - Roof Specialties and Accessories,,,,,,,,,,
764.0,668.0,1/4/2021,Window replacement,9755.0,10-350 - Flagpoles,,,,,,,,,,
765.0,514.0,1/30/2023,Painting,7169.0,15-100 - Plumbing,,,,,,,,,,
766.0,810.0,8/31/2020,Window replacement,3503.0,"10-800 - Toilet, Bath, and Laundry Specialties",,,,,,,,,,
767.0,520.0,8/27/2021,Plumbing repair,1627.0,1-630 - Product Substitution Procedures,,,,,,,,,,
768.0,920.0,2/5/2023,HVAC servicing,2092.0,11 - Equipment,,,,,,,,,,
769.0,926.0,8/1/2022,HVAC servicing,7002.0,1-530 - Temporary Construction,,,,,,,,,,
770.0,96.0,12/5/2021,Electrical maintenance,1655.0,10-500 - Lockers,,,,,,,,,,
771.0,623.0,2/15/2023,Electrical maintenance,8632.0,5 - Metals,,,,,,,,,,
772.0,350.0,11/20/2020,Window replacement,6093.0,12-600 - Multiple Seating,,,,,,,,,,
773.0,423.0,12/6/2023,HVAC servicing,3611.0,2-770 - Curb and Gutters,,,,,,,,,,
774.0,1000.0,6/15/2022,Electrical maintenance,8013.0,12-100 - Art,,,,,,,,,,
775.0,900.0,6/7/2020,Plumbing repair,9433.0,15-800 - Air Distribution,,,,,,,,,,
776.0,453.0,8/24/2023,Plumbing repair,5642.0,2-621 - Foundatation Drainage Piping,,,,,,,,,,
777.0,626.0,7/17/2019,Flooring repair,2881.0,13-500 - Recording Instrumentation,,,,,,,,,,
778.0,59.0,11/25/2019,Flooring repair,4842.0,2-822 - Ornamental Metal Fences and Gates,,,,,,,,,,
779.0,456.0,2/28/2022,Roofing replacement,8377.0,2-795 - Porous Paving,,,,,,,,,,
780.0,243.0,12/20/2020,HVAC servicing,1195.0,10 - Specialties,,,,,,,,,,
781.0,207.0,12/31/2022,Flooring repair,944.0,3-400 - Precast Concrete,,,,,,,,,,
782.0,533.0,1/2/2020,Flooring repair,6674.0,11-780 - Mortuary Equipment,,,,,,,,,,
783.0,530.0,8/3/2022,Window replacement,8892.0,3-210 - Cast-In-Place Concrete,,,,,,,,,,
784.0,762.0,12/3/2021,Flooring repair,4155.0,1-712 - Local Conditions,,,,,,,,,,
785.0,86.0,4/2/2019,Painting,7505.0,10-520 - Fire Protection Specialties,,,,,,,,,,
786.0,382.0,12/15/2023,Window replacement,5906.0,14-300 - Escalators and Moving Walks,,,,,,,,,,
787.0,913.0,10/16/2021,Flooring repair,5055.0,2-315 - Excavation,,,,,,,,,,
788.0,625.0,5/15/2022,Roofing replacement,4217.0,11-010 - Maintenance Equipment,,,,,,,,,,
789.0,519.0,1/19/2022,Roofing replacement,2240.0,3-210 - Cast-In-Place Concrete,,,,,,,,,,
790.0,247.0,9/19/2022,Plumbing repair,4232.0,2-932 - PLants and Bulbs,,,,,,,,,,
791.0,99.0,1/28/2021,Roofing replacement,1268.0,10-150 - Compartments and Cubicles,,,,,,,,,,
792.0,955.0,11/25/2023,,6315.0,13-500 - Recording Instrumentation,,,,,,,,,,
793.0,872.0,12/9/2023,Flooring repair,9362.0,10-880 - Scales,,,,,,,,,,
794.0,735.0,7/17/2021,Painting,5158.0,11-100 - Mercantile Equipment,,,,,,,,,,
795.0,677.0,11/15/2020,Flooring repair,6442.0,3 - Concrete,,,,,,,,,,
796.0,156.0,3/4/2023,Electrical maintenance,8425.0,9-100 - Metal Support Assemblies,,,,,,,,,,
797.0,953.0,1/2/2020,Electrical maintenance,1997.0,7-100 - Damproofing and Waterproofing,,,,,,,,,,
798.0,839.0,3/5/2019,Plumbing repair,8975.0,2-220 - Site Demolition,,,,,,,,,,
799.0,133.0,1/16/2019,Window replacement,1345.0,8 - Doors and Windows,,,,,,,,,,
800.0,432.0,12/9/2022,Plumbing repair,3818.0,1-510 - Temporary Utilities,,,,,,,,,,
801.0,197.0,2/12/2022,Roofing replacement,479.0,11-060 - Theater and Stage Equipment,,,,,,,,,,
802.0,242.0,3/9/2023,Roofing replacement,3738.0,15-050 - Basic Mechanical Materials and Methods,,,,,,,,,,
803.0,881.0,12/21/2021,Window replacement,5160.0,4-800 - Masonry Assemblies,,,,,,,,,,
804.0,755.0,7/23/2023,HVAC servicing,1071.0,11-060 - Theater and Stage Equipment,,,,,,,,,,
805.0,634.0,8/24/2023,Window replacement,9023.0,2-800 - Site Amenities,,,,,,,,,,
806.0,880.0,1/9/2021,Roofing replacement,6358.0,17-020 - Insurance,,,,,,,,,,
807.0,923.0,3/31/2021,Plumbing repair,9004.0,3-320 - Slab Foundations,,,,,,,,,,
808.0,573.0,2/2/2020,Flooring repair,7368.0,"10-800 - Toilet, Bath, and Laundry Specialties",,,,,,,,,,
809.0,163.0,7/6/2020,Flooring repair,8997.0,11-070 - Instrumental Equipment,,,,,,,,,,
810.0,210.0,2/5/2023,Painting,9681.0,8-500 - Windows,,,,,,,,,,
811.0,926.0,2/18/2022,Painting,1375.0,1-560 - Temporary Barriers and Enclosures,,,,,,,,,,
812.0,946.0,12/19/2019,Plumbing repair,1690.0,10-200 - Louvers and Vents,,,,,,,,,,
